日期,渠道,曝光数,访客数,加购数,下单数
2024-05-23,抖音,411,67,23,1
2024-05-23,微信小程序,359,63,14,1
2024-05-24,天猫,777,138,29,5
2024-05-24,京东,391,83,23,3
2024-05-24,拼多多,331,60,13,1
2024-05-24,抖音,175,42,12,0
2024-05-24,微信小程序,49,12,3,0
2024-05-25,天猫,154,32,10,1
2024-05-25,京东,228,45,14,0
2024-05-25,拼多多,339,70,21,2
2024-05-25,抖音,487,90,31,1
2024-05-25,微信小程序,400,58,18,1
2024-05-26,天猫,334,70,21,1
2024-05-26,京东,458,79,18,2
2024-05-26,拼多多,463,79,18,2
2024-05-26,抖音,51,10,3,0
2024-05-26,微信小程序,310,48,12,0
2024-05-27,天猫,642,127,35,4
2024-05-27,京东,199,47,13,1
2024-05-27,拼多多,628,100,33,3
2024-05-27,抖音,207,30,9,0
2024-05-27,微信小程序,845,130,29,3
2024-05-28,天猫,679,105,24,3
2024-05-28,京东,113,21,6,0
2024-05-28,拼多多,358,72,24,1
2024-05-28,抖音,363,65,14,1
2024-05-28,微信小程序,473,78,18,1
2024-05-29,天猫,427,98,31,3
2024-05-29,京东,241,50,13,2
2024-05-29,拼多多,170,26,6,0
2024-05-29,抖音,562,101,33,1
2024-05-29,微信小程序,237,35,9,0
2024-05-30,天猫,475,102,26,3
2024-05-30,京东,262,57,20,2
2024-05-30,拼多多,566,81,20,2
2024-05-30,抖音,201,35,12,0
2024-05-30,微信小程序,379,64,17,1
2024-05-31,天猫,65,12,3,0
2024-05-31,京东,175,31,11,0
2024-05-31,拼多多,198,37,12,0
2024-05-31,抖音,287,44,11,0
2024-05-31,微信小程序,133,32,10,0
2024-06-01,天猫,1053,173,56,6
2024-06-01,京东,636,128,30,5
2024-06-01,拼多多,800,126,44,4
2024-06-01,抖音,1049,181,43,3
2024-06-01,微信小程序,789,172,35,5
2024-06-02,天猫,949,182,54,7
2024-06-02,京东,277,55,18,2
2024-06-02,拼多多,305,70,23,2
2024-06-02,抖音,1329,207,57,3
2024-06-02,微信小程序,370,56,18,1
2024-06-03,天猫,436,74,20,2
2024-06-03,京东,54,13,4,0
2024-06-03,拼多多,332,53,13,1
2024-06-03,抖音,102,18,6,0
2024-06-03,微信小程序,139,30,8,0
2024-06-04,天猫,897,178,44,6
2024-06-04,京东,556,113,23,4
2024-06-04,拼多多,515,89,29,3
2024-06-04,抖音,413,75,20,1
2024-06-04,微信小程序,400,63,14,1
2024-06-05,天猫,545,91,28,3
2024-06-05,京东,488,78,26,2
2024-06-05,拼多多,211,47,16,1
2024-06-05,抖音,487,91,31,1
2024-06-05,微信小程序,55,10,2,0
2024-06-06,天猫,756,114,36,3
2024-06-06,京东,334,57,14,2
2024-06-06,拼多多,438,98,28,3
2024-06-06,抖音,266,48,15,0
2024-06-06,微信小程序,376,76,16,2
2024-06-07,天猫,253,58,16,2
2024-06-07,京东,1099,157,39,7
2024-06-07,拼多多,400,67,21,2
2024-06-07,抖音,1460,210,58,3
2024-06-07,微信小程序,291,49,15,1
2024-06-08,天猫,420,85,26,3
2024-06-08,京东,863,135,33,5
2024-06-08,拼多多,717,127,38,3
2024-06-08,抖音,809,126,35,2
2024-06-08,微信小程序,446,85,18,2
2024-06-09,天猫,119,20,4,0
2024-06-09,京东,408,74,23,2
2024-06-09,拼多多,493,94,20,2
2024-06-09,抖音,133,21,7,0
2024-06-09,微信小程序,99,15,3,0
2024-06-10,天猫,750,109,25,3
2024-06-10,京东,678,100,27,4
2024-06-10,拼多多,1333,219,62,8
2024-06-10,抖音,399,78,22,1
2024-06-10,微信小程序,498,78,27,1
2024-06-11,天猫,455,86,23,2
2024-06-11,京东,355,75,16,3
2024-06-11,拼多多,295,49,12,1
2024-06-11,抖音,267,48,16,0
2024-06-11,微信小程序,144,26,5,0
2024-06-12,天猫,260,56,18,1
2024-06-12,京东,554,108,38,3
2024-06-12,拼多多,589,88,28,2
2024-06-12,抖音,365,77,17,1
2024-06-12,微信小程序,203,49,10,1
2024-06-13,天猫,851,129,32,5
2024-06-13,京东,405,64,18,2
2024-06-13,拼多多,1137,166,52,5
2024-06-13,抖音,764,121,34,2
2024-06-13,微信小程序,398,84,24,2
2024-06-14,天猫,595,87,30,3
2024-06-14,京东,236,58,19,2
2024-06-14,拼多多,418,64,17,1
2024-06-14,抖音,899,149,35,2
2024-06-14,微信小程序,129,23,6,0
2024-06-15,天猫,335,58,13,1
2024-06-15,京东,275,67,21,2
2024-06-15,拼多多,183,30,8,0
2024-06-15,抖音,344,76,18,1
2024-06-15,微信小程序,112,16,5,0
2024-06-16,天猫,716,145,38,6
2024-06-16,京东,690,120,28,4
2024-06-16,拼多多,286,64,14,2
2024-06-16,抖音,501,100,26,1
2024-06-16,微信小程序,541,124,32,3
2024-06-17,天猫,671,101,25,3
2024-06-17,京东,673,128,30,4
2024-06-17,拼多多,968,149,36,5
2024-06-17,抖音,361,67,21,1
2024-06-17,微信小程序,171,37,10,0
2024-06-18,天猫,327,60,19,1
2024-06-18,京东,419,66,21,1
2024-06-18,拼多多,223,33,10,0
2024-06-18,抖音,222,34,10,0
2024-06-18,微信小程序,160,27,8,0
2024-06-19,天猫,679,111,39,3
2024-06-19,京东,979,178,41,8
2024-06-19,拼多多,322,58,20,1
2024-06-19,抖音,935,139,36,2
2024-06-19,微信小程序,611,117,28,3
2024-06-20,天猫,190,43,11,1
2024-06-20,京东,258,48,16,1
2024-06-20,拼多多,500,101,20,2
2024-06-20,抖音,1181,192,58,3
2024-06-20,微信小程序,117,26,7,0
2024-06-21,天猫,775,127,38,5
2024-06-21,京东,854,149,51,6
2024-06-21,拼多多,515,83,18,2
2024-06-21,抖音,646,131,32,2
2024-06-21,微信小程序,125,26,7,0
2024-06-22,天猫,687,145,48,6
2024-06-22,京东,654,142,33,5
2024-06-22,拼多多,643,100,31,2
2024-06-22,抖音,1186,242,76,4
2024-06-22,微信小程序,236,39,11,0
2024-06-23,天猫,690,155,53,6
2024-06-23,京东,385,64,21,2
2024-06-23,拼多多,833,145,49,4
2024-06-23,抖音,509,73,19,1
2024-06-23,微信小程序,465,70,24,2
2024-06-24,天猫,81,13,4,0
2024-06-24,京东,303,50,13,2
2024-06-24,拼多多,628,99,31,2
2024-06-24,抖音,848,125,33,2
2024-06-24,微信小程序,60,13,4,0
2024-06-25,天猫,428,99,24,4
2024-06-25,京东,308,72,20,3
2024-06-25,拼多多,706,144,31,5
2024-06-25,抖音,129,28,8,0
2024-06-25,微信小程序,629,109,36,2
2024-06-26,天猫,413,64,14,2
2024-06-26,京东,52,10,2,0
2024-06-26,拼多多,252,53,12,1
2024-06-26,抖音,455,86,22,1
2024-06-26,微信小程序,175,41,14,0
2024-06-27,天猫,441,68,17,1
2024-06-27,京东,345,64,15,1
2024-06-27,拼多多,274,52,14,1
2024-06-27,抖音,715,130,38,2
2024-06-27,微信小程序,271,53,12,1
2024-06-28,天猫,766,164,40,7
2024-06-28,京东,393,63,13,1
2024-06-28,拼多多,299,67,14,2
2024-06-28,抖音,384,91,24,1
2024-06-28,微信小程序,119,29,10,0
2024-06-29,天猫,151,32,11,1
2024-06-29,京东,406,87,25,3
2024-06-29,拼多多,375,84,19,2
2024-06-29,抖音,914,131,45,2
2024-06-29,微信小程序,95,19,6,0
2024-06-30,天猫,391,78,21,3
2024-06-30,京东,129,31,9,1
2024-06-30,拼多多,443,101,30,3
2024-06-30,抖音,657,136,28,2
2024-06-30,微信小程序,509,74,22,2
2024-07-01,天猫,101,17,5,0
2024-07-01,京东,328,75,16,3
2024-07-01,拼多多,117,28,7,0
2024-07-01,抖音,600,92,20,1
2024-07-01,微信小程序,286,46,14,0
2024-07-02,天猫,708,111,32,4
2024-07-02,京东,214,32,11,1
2024-07-02,拼多多,149,37,11,0
2024-07-02,抖音,544,88,27,1
2024-07-02,微信小程序,79,15,4,0
2024-07-03,天猫,422,104,25,3
2024-07-03,京东,484,79,18,2
2024-07-03,拼多多,326,63,18,1
2024-07-03,抖音,437,76,23,1
2024-07-03,微信小程序,408,78,19,1
2024-07-04,天猫,416,82,23,3
2024-07-04,京东,275,45,14,0
2024-07-04,拼多多,330,53,14,1
2024-07-04,抖音,595,93,32,1
2024-07-04,微信小程序,569,91,18,2
2024-07-05,天猫,563,121,31,4
2024-07-05,京东,340,62,16,1
2024-07-05,拼多多,389,72,18,2
2024-07-05,抖音,90,20,5,0
2024-07-05,微信小程序,444,75,23,1
2024-07-06,天猫,595,128,40,4
2024-07-06,京东,557,88,18,2
2024-07-06,拼多多,428,75,25,1
2024-07-06,抖音,671,129,26,2
2024-07-06,微信小程序,221,34,8,0
2024-07-07,天猫,648,121,32,5
2024-07-07,京东,354,52,16,1
2024-07-07,拼多多,647,108,37,3
2024-07-07,抖音,322,47,14,0
2024-07-07,微信小程序,281,44,11,0
2024-07-08,天猫,417,90,26,3
2024-07-08,京东,359,52,12,1
2024-07-08,拼多多,546,82,28,2
2024-07-08,抖音,63,14,3,0
2024-07-08,微信小程序,101,20,6,0
2024-07-09,天猫,810,143,35,6
2024-07-09,京东,415,73,24,3
2024-07-09,拼多多,278,58,18,1
2024-07-09,抖音,566,139,28,2
2024-07-09,微信小程序,391,73,22,2
2024-07-10,天猫,272,47,10,1
2024-07-10,京东,395,64,15,2
2024-07-10,拼多多,336,59,20,1
2024-07-10,抖音,645,139,47,2
2024-07-10,微信小程序,254,52,12,1
2024-07-11,天猫,183,43,10,0
2024-07-11,京东,57,14,3,0
2024-07-11,拼多多,287,47,13,0
2024-07-11,抖音,89,20,7,0
2024-07-11,微信小程序,93,18,6,0
2024-07-12,天猫,329,48,10,1
2024-07-12,京东,453,68,21,2
2024-07-12,拼多多,665,96,24,2
2024-07-12,抖音,543,88,27,1
2024-07-12,微信小程序,233,44,13,0
2024-07-13,天猫,427,62,14,1
2024-07-13,京东,501,78,18,3
2024-07-13,拼多多,590,95,31,2
2024-07-13,抖音,588,102,31,1
2024-07-13,微信小程序,318,63,14,1
2024-07-14,天猫,502,72,25,2
2024-07-14,京东,669,107,25,3
2024-07-14,拼多多,406,72,16,2
2024-07-14,抖音,1978,309,79,5
2024-07-14,微信小程序,90,17,4,0
2024-07-15,天猫,489,79,28,2
2024-07-15,京东,171,27,9,0
2024-07-15,拼多多,369,58,18,1
2024-07-15,抖音,389,74,25,1
2024-07-15,微信小程序,275,54,15,1
2024-07-16,天猫,371,92,20,3
2024-07-16,京东,435,76,22,3
2024-07-16,拼多多,340,58,16,1
2024-07-16,抖音,602,96,26,1
2024-07-16,微信小程序,194,36,12,0
2024-07-17,天猫,557,127,25,4
2024-07-17,京东,42,10,2,0
2024-07-17,拼多多,316,63,19,2
2024-07-17,抖音,107,20,6,0
2024-07-17,微信小程序,259,48,12,0
2024-07-18,天猫,362,52,13,1
2024-07-18,京东,353,86,23,2
2024-07-18,拼多多,329,68,24,2
2024-07-18,抖音,603,104,36,1
2024-07-18,微信小程序,155,32,8,0
2024-07-19,天猫,632,106,25,3
2024-07-19,京东,539,103,23,3
2024-07-19,拼多多,365,59,16,1
2024-07-19,抖音,941,212,44,3
2024-07-19,微信小程序,381,58,12,1
2024-07-20,天猫,669,112,37,4
2024-07-20,京东,433,73,23,2
2024-07-20,拼多多,401,92,27,2
2024-07-20,抖音,262,48,12,0
2024-07-20,微信小程序,192,40,9,1
2024-07-21,天猫,54,11,3,0
2024-07-21,京东,147,23,7,0
2024-07-21,拼多多,134,33,9,0
2024-07-21,抖音,105,23,6,0
2024-07-21,微信小程序,75,12,3,0
2024-07-22,天猫,950,152,32,5
2024-07-22,京东,296,69,16,2
2024-07-22,拼多多,271,42,11,1
2024-07-22,抖音,245,40,11,0
2024-07-22,微信小程序,267,47,12,0
2024-07-23,天猫,422,86,18,2
2024-07-23,京东,284,64,19,2
2024-07-23,拼多多,697,119,32,4
2024-07-23,抖音,146,35,7,0
2024-07-23,微信小程序,145,24,5,0
2024-07-24,天猫,941,151,37,5
2024-07-24,京东,521,80,23,3
2024-07-24,拼多多,1238,209,46,7
2024-07-24,抖音,331,67,15,1
2024-07-24,微信小程序,1043,163,56,4
2024-07-25,天猫,256,59,19,2
2024-07-25,京东,268,57,14,1
2024-07-25,拼多多,436,83,21,2
2024-07-25,抖音,91,18,5,0
2024-07-25,微信小程序,81,15,4,0
2024-07-26,天猫,943,174,57,6
2024-07-26,京东,461,68,17,2
2024-07-26,拼多多,250,36,9,1
2024-07-26,抖音,349,87,19,1
2024-07-26,微信小程序,360,83,19,2
2024-07-27,天猫,763,112,32,3
2024-07-27,京东,477,91,20,3
2024-07-27,拼多多,405,62,15,2
2024-07-27,抖音,503,91,19,1
2024-07-27,微信小程序,250,57,17,1
2024-07-28,天猫,599,129,33,4
2024-07-28,京东,246,52,17,1
2024-07-28,拼多多,369,54,17,1
2024-07-28,抖音,115,24,5,0
2024-07-28,微信小程序,467,84,20,2
2024-07-29,天猫,372,56,12,2
2024-07-29,京东,135,32,10,1
2024-07-29,拼多多,399,64,13,1
2024-07-29,抖音,222,38,13,0
2024-07-29,微信小程序,257,41,12,0
2024-07-30,天猫,560,92,19,2
2024-07-30,京东,161,25,7,0
2024-07-30,拼多多,218,43,9,1
2024-07-30,抖音,864,200,69,3
2024-07-30,微信小程序,526,78,26,1
2024-07-31,天猫,133,22,6,0
2024-07-31,京东,194,35,11,0
2024-07-31,拼多多,230,43,11,0
2024-07-31,抖音,51,10,2,0
2024-07-31,微信小程序,188,40,14,0
2024-08-01,天猫,703,102,33,4
2024-08-01,京东,320,75,18,3
2024-08-01,拼多多,257,52,16,1
2024-08-01,抖音,434,67,17,1
2024-08-01,微信小程序,244,61,20,1
2024-08-02,天猫,266,65,22,1
2024-08-02,京东,256,61,18,1
2024-08-02,拼多多,467,70,22,1
2024-08-02,抖音,337,76,25,1
2024-08-02,微信小程序,318,78,27,1
2024-08-03,天猫,708,142,38,5
2024-08-03,京东,362,84,28,2
2024-08-03,拼多多,431,70,23,2
2024-08-03,抖音,115,21,7,0
2024-08-03,微信小程序,111,25,8,0
2024-08-04,天猫,556,132,34,4
2024-08-04,京东,244,36,8,1
2024-08-04,拼多多,296,72,21,1
2024-08-04,抖音,127,23,5,0
2024-08-04,微信小程序,109,24,7,0
2024-08-05,天猫,288,66,19,1
2024-08-05,京东,215,52,17,1
2024-08-05,拼多多,341,69,14,1
2024-08-05,抖音,408,71,15,1
2024-08-05,微信小程序,184,37,10,0
2024-08-06,天猫,59,13,4,0
2024-08-06,京东,198,33,9,0
2024-08-06,拼多多,108,24,6,0
2024-08-06,抖音,171,40,11,0
2024-08-06,微信小程序,98,16,4,0
2024-08-07,天猫,263,54,18,1
2024-08-07,京东,685,104,22,4
2024-08-07,拼多多,623,112,36,3
2024-08-07,抖音,169,30,8,0
2024-08-07,微信小程序,195,42,10,0
2024-08-08,天猫,665,108,28,3
2024-08-08,京东,468,79,21,2
2024-08-08,拼多多,663,101,25,3
2024-08-08,抖音,511,91,26,1
2024-08-08,微信小程序,709,133,37,3
2024-08-09,天猫,223,41,13,1
2024-08-09,京东,160,32,8,1
2024-08-09,拼多多,273,63,17,2
2024-08-09,抖音,89,18,6,0
2024-08-09,微信小程序,81,20,6,0
2024-08-10,天猫,480,96,24,3
2024-08-10,京东,637,98,23,4
2024-08-10,拼多多,323,63,14,1
2024-08-10,抖音,148,36,8,0
2024-08-10,微信小程序,206,30,9,0
2024-08-11,天猫,159,38,11,0
2024-08-11,京东,233,40,9,0
2024-08-11,拼多多,93,20,6,0
2024-08-11,抖音,61,11,2,0
2024-08-11,微信小程序,185,27,6,0
2024-08-12,天猫,688,120,25,5
2024-08-12,京东,676,129,42,4
2024-08-12,拼多多,428,75,21,1
2024-08-12,抖音,273,43,14,0
2024-08-12,微信小程序,170,27,7,0
2024-08-13,天猫,504,108,26,4
2024-08-13,京东,322,80,23,2
2024-08-13,拼多多,431,92,32,2
2024-08-13,抖音,1198,178,60,3
2024-08-13,微信小程序,321,62,14,1
2024-08-14,天猫,161,37,9,1
2024-08-14,京东,204,43,13,1
2024-08-14,拼多多,263,42,12,0
2024-08-14,抖音,494,92,30,1
2024-08-14,微信小程序,149,22,7,0
2024-08-15,天猫,522,108,28,4
2024-08-15,京东,545,80,21,2
2024-08-15,拼多多,630,95,20,2
2024-08-15,抖音,984,212,53,3
2024-08-15,微信小程序,165,33,8,0
2024-08-16,天猫,228,45,11,0
2024-08-16,京东,110,17,4,0
2024-08-16,拼多多,82,12,3,0
2024-08-16,抖音,207,48,12,0
2024-08-16,微信小程序,128,30,8,0
2024-08-17,天猫,426,70,24,2
2024-08-17,京东,312,54,17,2
2024-08-17,拼多多,411,93,29,2
2024-08-17,抖音,385,82,24,1
2024-08-17,微信小程序,159,23,5,0
2024-08-18,天猫,432,91,30,3
2024-08-18,京东,417,79,21,2
2024-08-18,拼多多,116,20,7,0
2024-08-18,抖音,582,122,42,2
2024-08-18,微信小程序,302,48,12,1
2024-08-19,天猫,907,151,32,5
2024-08-19,京东,212,48,12,0
2024-08-19,拼多多,241,54,11,1
2024-08-19,抖音,134,28,8,0
2024-08-19,微信小程序,85,19,4,0
2024-08-20,天猫,360,80,16,2
2024-08-20,京东,144,24,7,0
2024-08-20,拼多多,727,111,27,3
2024-08-20,抖音,570,103,35,1
2024-08-20,微信小程序,196,45,12,0
2024-08-21,天猫,157,25,5,0
2024-08-21,京东,107,16,4,0
2024-08-21,拼多多,126,30,9,0
2024-08-21,抖音,115,17,5,0
2024-08-21,微信小程序,172,29,7,0
2024-08-22,天猫,720,165,38,6
2024-08-22,京东,360,69,21,2
2024-08-22,拼多多,656,143,48,4
2024-08-22,抖音,418,97,33,1
2024-08-22,微信小程序,257,55,12,1
2024-08-23,天猫,437,86,25,3
2024-08-23,京东,263,54,15,2
2024-08-23,拼多多,330,79,22,2
2024-08-23,抖音,104,21,4,0
2024-08-23,微信小程序,784,131,30,3
2024-08-24,天猫,521,76,17,3
2024-08-24,京东,273,48,14,1
2024-08-24,拼多多,395,94,22,2
2024-08-24,抖音,77,13,3,0
2024-08-24,微信小程序,703,103,33,2
2024-08-25,天猫,426,97,34,3
2024-08-25,京东,207,31,7,1
2024-08-25,拼多多,465,115,26,3
2024-08-25,抖音,428,68,16,1
2024-08-25,微信小程序,272,66,14,1
2024-08-26,天猫,103,25,5,0
2024-08-26,京东,111,21,6,0
2024-08-26,拼多多,175,31,8,0
2024-08-26,抖音,125,18,4,0
2024-08-26,微信小程序,210,41,10,0
2024-08-27,天猫,387,68,19,2
2024-08-27,京东,419,96,32,4
2024-08-27,拼多多,805,123,36,3
2024-08-27,抖音,307,66,17,1
2024-08-27,微信小程序,261,46,11,0
2024-08-28,天猫,844,122,25,4
2024-08-28,京东,419,93,25,4
2024-08-28,拼多多,858,134,34,4
2024-08-28,抖音,368,76,23,1
2024-08-28,微信小程序,395,78,26,1
2024-08-29,天猫,692,115,36,3
2024-08-29,京东,620,101,31,3
2024-08-29,拼多多,287,67,20,1
2024-08-29,抖音,88,13,4,0
2024-08-29,微信小程序,109,23,7,0
2024-08-30,天猫,339,82,24,2
2024-08-30,京东,470,84,24,2
2024-08-30,拼多多,448,101,35,2
2024-08-30,抖音,1349,255,86,4
2024-08-30,微信小程序,447,65,14,1
2024-08-31,天猫,166,28,7,0
2024-08-31,京东,136,32,9,0
2024-08-31,拼多多,139,28,9,0
2024-08-31,抖音,112,17,6,0
2024-08-31,微信小程序,52,13,4,0
2024-09-01,天猫,910,134,33,5
2024-09-01,京东,516,87,30,2
2024-09-01,拼多多,308,75,20,2
2024-09-01,抖音,1222,201,62,3
2024-09-01,微信小程序,274,68,18,1
2024-09-02,天猫,715,116,26,4
2024-09-02,京东,304,67,15,1
2024-09-02,拼多多,154,38,11,1
2024-09-02,抖音,300,74,17,1
2024-09-02,微信小程序,624,93,20,2
2024-09-03,天猫,41,10,2,0
2024-09-03,京东,95,22,6,0
2024-09-03,拼多多,172,40,13,0
2024-09-03,抖音,102,18,5,0
2024-09-03,微信小程序,250,48,16,0
2024-09-04,天猫,174,38,11,1
2024-09-04,京东,255,60,14,2
2024-09-04,拼多多,221,52,14,1
2024-09-04,抖音,468,89,30,1
2024-09-04,微信小程序,445,64,22,1
2024-09-05,天猫,54,10,2,0
2024-09-05,京东,268,45,16,0
2024-09-05,拼多多,265,38,10,0
2024-09-05,抖音,317,46,12,0
2024-09-05,微信小程序,117,19,6,0
2024-09-06,天猫,263,39,11,0
2024-09-06,京东,248,55,14,1
2024-09-06,拼多多,285,45,11,0
2024-09-06,抖音,527,131,35,2
2024-09-06,微信小程序,201,34,9,0
2024-09-07,天猫,657,101,26,3
2024-09-07,京东,239,47,13,1
2024-09-07,拼多多,341,69,19,2
2024-09-07,抖音,119,22,5,0
2024-09-07,微信小程序,138,28,7,0
2024-09-08,天猫,296,48,16,0
2024-09-08,京东,140,34,8,0
2024-09-08,拼多多,260,42,12,0
2024-09-08,抖音,134,30,8,0
2024-09-08,微信小程序,182,44,13,0
2024-09-09,天猫,51,10,3,0
2024-09-09,京东,522,93,31,3
2024-09-09,拼多多,540,121,30,3
2024-09-09,抖音,346,84,17,1
2024-09-09,微信小程序,472,72,15,2
2024-09-10,天猫,270,42,11,0
2024-09-10,京东,181,30,6,0
2024-09-10,拼多多,260,47,16,0
2024-09-10,抖音,243,49,17,0
2024-09-10,微信小程序,271,40,9,0
2024-09-11,天猫,796,137,44,4
2024-09-11,京东,360,71,19,2
2024-09-11,拼多多,174,41,12,1
2024-09-11,抖音,109,17,4,0
2024-09-11,微信小程序,312,53,12,1
2024-09-12,天猫,298,48,12,0
2024-09-12,京东,216,45,9,1
2024-09-12,拼多多,143,26,6,0
2024-09-12,抖音,921,177,50,3
2024-09-12,微信小程序,603,89,26,2
2024-09-13,天猫,236,35,12,0
2024-09-13,京东,206,39,13,0
2024-09-13,拼多多,219,39,9,0
2024-09-13,抖音,83,12,2,0
2024-09-13,微信小程序,153,25,6,0
2024-09-14,天猫,407,59,18,2
2024-09-14,京东,430,63,15,2
2024-09-14,拼多多,104,16,4,0
2024-09-14,抖音,453,96,34,1
2024-09-14,微信小程序,221,46,9,1
2024-09-15,天猫,126,25,5,0
2024-09-15,京东,173,28,6,0
2024-09-15,拼多多,79,13,3,0
2024-09-15,抖音,234,35,12,0
2024-09-15,微信小程序,230,41,10,0
2024-09-16,天猫,362,64,19,2
2024-09-16,京东,389,85,22,3
2024-09-16,拼多多,482,89,20,2
2024-09-16,抖音,587,93,25,1
2024-09-16,微信小程序,507,105,34,2
2024-09-17,天猫,269,50,12,1
2024-09-17,京东,139,24,6,0
2024-09-17,拼多多,733,107,32,3
2024-09-17,抖音,759,151,32,2
2024-09-17,微信小程序,260,51,16,1
2024-09-18,天猫,273,44,13,0
2024-09-18,京东,86,14,4,0
2024-09-18,拼多多,143,32,11,0
2024-09-18,抖音,241,44,9,0
2024-09-18,微信小程序,108,20,5,0
2024-09-19,天猫,626,93,25,2
2024-09-19,京东,272,39,11,1
2024-09-19,拼多多,386,91,28,2
2024-09-19,抖音,197,29,7,0
2024-09-19,微信小程序,105,22,5,0
2024-09-20,天猫,189,41,10,0
2024-09-20,京东,156,29,6,0
2024-09-20,拼多多,144,28,6,0
2024-09-20,抖音,157,32,10,0
2024-09-20,微信小程序,278,41,14,0
2024-09-21,天猫,414,61,20,2
2024-09-21,京东,467,70,22,3
2024-09-21,拼多多,141,28,9,0
2024-09-21,抖音,94,17,4,0
2024-09-21,微信小程序,512,104,30,2
2024-09-22,天猫,746,114,35,3
2024-09-22,京东,342,69,14,2
2024-09-22,拼多多,183,31,7,0
2024-09-22,抖音,609,140,32,2
2024-09-22,微信小程序,117,25,8,0
2024-09-23,天猫,78,13,3,0
2024-09-23,京东,273,42,9,0
2024-09-23,拼多多,102,17,6,0
2024-09-23,抖音,172,27,7,0
2024-09-23,微信小程序,158,23,7,0
2024-09-24,天猫,564,102,25,3
2024-09-24,京东,280,54,18,1
2024-09-24,拼多多,125,22,7,0
2024-09-24,抖音,671,104,28,1
2024-09-24,微信小程序,343,71,25,1
2024-09-25,天猫,222,37,9,0
2024-09-25,京东,248,40,12,0
2024-09-25,拼多多,61,13,4,0
2024-09-25,抖音,295,45,12,0
2024-09-25,微信小程序,143,34,11,0
2024-09-26,天猫,513,79,27,2
2024-09-26,京东,374,55,17,2
2024-09-26,拼多多,654,120,36,3
2024-09-26,抖音,372,89,30,1
2024-09-26,微信小程序,91,17,4,0
2024-09-27,天猫,677,101,35,3
2024-09-27,京东,213,47,11,1
2024-09-27,拼多多,177,42,10,0
2024-09-27,抖音,68,11,3,0
2024-09-27,微信小程序,100,15,5,0
2024-09-28,天猫,162,29,10,0
2024-09-28,京东,226,34,7,0
2024-09-28,拼多多,259,45,13,0
2024-09-28,抖音,242,41,14,0
2024-09-28,微信小程序,88,14,3,0
2024-09-29,天猫,545,91,23,2
2024-09-29,京东,635,92,29,3
2024-09-29,拼多多,1022,148,48,4
2024-09-29,抖音,554,93,28,1
2024-09-29,微信小程序,226,35,9,0
2024-09-30,天猫,89,20,5,0
2024-09-30,京东,196,31,9,0
2024-09-30,拼多多,147,26,7,0
2024-09-30,抖音,67,15,5,0
2024-09-30,微信小程序,91,21,7,0
2024-10-01,天猫,778,122,36,4
2024-10-01,京东,692,99,20,3
2024-10-01,拼多多,420,68,18,1
2024-10-01,抖音,177,41,13,0
2024-10-01,微信小程序,272,41,12,0
2024-10-02,天猫,306,47,13,1
2024-10-02,京东,319,57,16,1
2024-10-02,拼多多,234,41,10,1
2024-10-02,抖音,315,67,23,1
2024-10-02,微信小程序,76,12,3,0
2024-10-03,天猫,624,106,33,4
2024-10-03,京东,302,67,14,2
2024-10-03,拼多多,343,62,14,2
2024-10-03,抖音,294,66,21,1
2024-10-03,微信小程序,168,42,9,0
2024-10-04,天猫,479,71,17,1
2024-10-04,京东,520,92,29,4
2024-10-04,拼多多,51,11,3,0
2024-10-04,抖音,443,79,20,1
2024-10-04,微信小程序,274,44,12,0
2024-10-05,天猫,632,140,40,5
2024-10-05,京东,260,39,9,0
2024-10-05,拼多多,108,18,5,0
2024-10-05,抖音,780,122,36,2
2024-10-05,微信小程序,58,13,4,0
2024-10-06,天猫,213,52,16,1
2024-10-06,京东,611,91,26,4
2024-10-06,拼多多,272,60,14,1
2024-10-06,抖音,510,74,19,1
2024-10-06,微信小程序,312,49,14,0
2024-10-07,天猫,116,18,5,0
2024-10-07,京东,245,37,8,0
2024-10-07,拼多多,153,32,10,0
2024-10-07,抖音,89,20,6,0
2024-10-07,微信小程序,69,17,6,0
2024-10-08,天猫,364,71,20,2
2024-10-08,京东,372,60,19,2
2024-10-08,拼多多,120,21,7,0
2024-10-08,抖音,156,26,8,0
2024-10-08,微信小程序,224,37,8,0
2024-10-09,天猫,559,115,34,4
2024-10-09,京东,323,73,25,3
2024-10-09,拼多多,204,37,12,1
2024-10-09,抖音,585,102,30,1
2024-10-09,微信小程序,184,45,10,0
2024-10-10,天猫,463,83,23,3
2024-10-10,京东,233,48,13,0
2024-10-10,拼多多,127,20,5,0
2024-10-10,抖音,405,82,20,1
2024-10-10,微信小程序,365,69,19,1
2024-10-11,天猫,143,30,8,0
2024-10-11,京东,302,58,17,2
2024-10-11,拼多多,461,81,24,2
2024-10-11,抖音,414,67,16,1
2024-10-11,微信小程序,51,10,3,0
2024-10-12,天猫,294,60,19,1
2024-10-12,京东,691,113,34,4
2024-10-12,拼多多,428,74,16,1
2024-10-12,抖音,572,95,26,1
2024-10-12,微信小程序,322,67,18,1
2024-10-13,天猫,207,40,12,0
2024-10-13,京东,159,35,10,0
2024-10-13,拼多多,267,43,11,0
2024-10-13,抖音,178,37,9,0
2024-10-13,微信小程序,209,43,9,0
2024-10-14,天猫,527,76,24,2
2024-10-14,京东,309,52,16,2
