日期,渠道,曝光数,访客数,加购数,下单数
2024-05-23,京东,341,55,19,2
2024-05-23,拼多多,281,52,18,1
2024-05-23,抖音,411,67,23,1
2024-05-23,微信小程序,530,93,21,2
2024-05-24,天猫,900,160,34,6
2024-05-24,京东,391,83,23,3
2024-05-24,拼多多,475,86,19,2
2024-05-24,抖音,863,207,58,3
2024-05-24,微信小程序,49,12,3,0
2024-05-25,天猫,259,54,16,2
2024-05-25,京东,329,65,21,1
2024-05-25,拼多多,465,96,28,3
2024-05-25,抖音,1082,200,69,3
2024-05-25,微信小程序,400,58,18,1
2024-05-26,天猫,334,70,21,1
2024-05-26,京东,689,119,27,4
2024-05-26,拼多多,615,105,24,3
2024-05-26,抖音,51,10,3,0
2024-05-26,微信小程序,310,48,12,0
2024-05-27,天猫,976,193,53,7
2024-05-27,京东,284,67,19,2
2024-05-27,拼多多,791,126,42,4
2024-05-27,抖音,207,30,9,0
2024-05-27,微信小程序,1041,160,36,4
2024-05-28,天猫,1248,193,45,7
2024-05-28,京东,327,61,18,2
2024-05-28,拼多多,487,98,33,2
2024-05-28,抖音,978,175,36,3
2024-05-28,微信小程序,837,138,31,3
2024-05-29,天猫,427,98,31,3
2024-05-29,京东,433,90,23,4
2024-05-29,拼多多,339,52,11,1
2024-05-29,抖音,562,101,33,1
2024-05-29,微信小程序,237,35,9,0
2024-05-30,天猫,782,168,43,6
2024-05-30,京东,262,57,20,2
2024-05-30,拼多多,747,107,27,3
2024-05-30,抖音,517,90,31,1
2024-05-30,微信小程序,734,124,33,3
2024-05-31,天猫,65,12,3,0
2024-05-31,京东,175,31,11,0
2024-05-31,拼多多,198,37,12,0
2024-05-31,抖音,287,44,11,0
2024-05-31,微信小程序,133,32,10,0
2024-06-01,天猫,1856,305,98,12
2024-06-01,京东,835,168,39,7
2024-06-01,拼多多,965,152,53,5
2024-06-01,抖音,1368,236,57,4
2024-06-01,微信小程序,789,172,35,5
2024-06-02,天猫,1063,204,60,8
2024-06-02,京东,479,95,31,4
2024-06-02,拼多多,646,148,49,5
2024-06-02,抖音,1329,207,57,3
2024-06-02,微信小程序,370,56,18,1
2024-06-03,天猫,436,74,20,2
2024-06-03,京东,137,33,11,1
2024-06-03,拼多多,495,79,19,2
2024-06-03,抖音,102,18,6,0
2024-06-03,微信小程序,278,60,16,1
2024-06-04,天猫,1230,244,61,9
2024-06-04,京东,1244,253,51,11
2024-06-04,拼多多,1418,245,81,9
2024-06-04,抖音,715,130,34,2
2024-06-04,微信小程序,1163,183,42,5
2024-06-05,天猫,677,113,35,4
2024-06-05,京东,488,78,26,2
2024-06-05,拼多多,328,73,25,2
2024-06-05,抖音,1075,201,69,3
2024-06-05,微信小程序,55,10,2,0
2024-06-06,天猫,1193,180,57,6
2024-06-06,京东,334,57,14,2
2024-06-06,拼多多,554,124,35,4
2024-06-06,抖音,266,48,15,0
2024-06-06,微信小程序,376,76,16,2
2024-06-07,天猫,445,102,29,4
2024-06-07,京东,1239,177,44,8
2024-06-07,拼多多,711,119,38,4
2024-06-07,抖音,1842,265,74,4
2024-06-07,微信小程序,470,79,25,2
2024-06-08,天猫,637,129,40,5
2024-06-08,京东,1119,175,43,7
2024-06-08,拼多多,864,153,46,4
2024-06-08,抖音,1515,236,65,4
2024-06-08,微信小程序,761,145,30,4
2024-06-09,天猫,382,64,14,2
2024-06-09,京东,408,74,23,2
2024-06-09,拼多多,493,94,20,2
2024-06-09,抖音,480,76,24,1
2024-06-09,微信小程序,297,45,10,1
2024-06-10,天猫,750,109,25,3
2024-06-10,京东,949,140,38,6
2024-06-10,拼多多,1492,245,69,9
2024-06-10,抖音,961,188,52,3
2024-06-10,微信小程序,498,78,27,1
2024-06-11,天猫,688,130,35,4
2024-06-11,京东,450,95,20,4
2024-06-11,拼多多,295,49,12,1
2024-06-11,抖音,879,158,51,2
2024-06-11,微信小程序,310,56,11,1
2024-06-12,天猫,465,100,32,3
2024-06-12,京东,759,148,52,5
2024-06-12,拼多多,589,88,28,2
2024-06-12,抖音,887,187,41,3
2024-06-12,微信小程序,203,49,10,1
2024-06-13,天猫,996,151,38,6
2024-06-13,京东,657,104,30,4
2024-06-13,拼多多,1137,166,52,5
2024-06-13,抖音,1112,176,50,3
2024-06-13,微信小程序,398,84,24,2
2024-06-14,天猫,896,131,45,5
2024-06-14,京东,236,58,19,2
2024-06-14,拼多多,587,90,23,2
2024-06-14,抖音,899,149,35,2
2024-06-14,微信小程序,296,53,15,1
2024-06-15,天猫,461,80,17,2
2024-06-15,京东,275,67,21,2
2024-06-15,拼多多,183,30,8,0
2024-06-15,抖音,344,76,18,1
2024-06-15,微信小程序,112,16,5,0
2024-06-16,天猫,1369,277,73,12
2024-06-16,京东,920,160,37,6
2024-06-16,拼多多,402,90,19,3
2024-06-16,抖音,501,100,26,1
2024-06-16,微信小程序,541,124,32,3
2024-06-17,天猫,1109,167,42,6
2024-06-17,京东,673,128,30,4
2024-06-17,拼多多,968,149,36,5
2024-06-17,抖音,361,67,21,1
2024-06-17,微信小程序,449,97,25,2
2024-06-18,天猫,447,82,26,2
2024-06-18,京东,419,66,21,1
2024-06-18,拼多多,751,111,33,3
2024-06-18,抖音,222,34,10,0
2024-06-18,微信小程序,338,57,18,1
2024-06-19,天猫,1217,199,70,7
2024-06-19,京东,979,178,41,8
2024-06-19,拼多多,900,162,55,5
2024-06-19,抖音,1305,194,51,3
2024-06-19,微信小程序,611,117,28,3
2024-06-20,天猫,483,109,29,4
2024-06-20,京东,473,88,30,3
2024-06-20,拼多多,500,101,20,2
2024-06-20,抖音,1519,247,74,4
2024-06-20,微信小程序,252,56,16,1
2024-06-21,天猫,775,127,38,5
2024-06-21,京东,969,169,58,7
2024-06-21,拼多多,676,109,24,3
2024-06-21,抖音,917,186,46,3
2024-06-21,微信小程序,270,56,15,1
2024-06-22,天猫,1104,233,77,10
2024-06-22,京东,838,182,42,7
2024-06-22,拼多多,1145,178,56,5
2024-06-22,抖音,1725,352,111,6
2024-06-22,微信小程序,418,69,19,1
2024-06-23,天猫,788,177,60,7
2024-06-23,京东,626,104,35,4
2024-06-23,拼多多,833,145,49,4
2024-06-23,抖音,509,73,19,1
2024-06-23,微信小程序,465,70,24,2
2024-06-24,天猫,492,79,23,3
2024-06-24,京东,425,70,19,3
2024-06-24,拼多多,628,99,31,2
2024-06-24,抖音,848,125,33,2
2024-06-24,微信小程序,60,13,4,0
2024-06-25,天猫,808,187,46,8
2024-06-25,京东,822,192,54,9
2024-06-25,拼多多,1088,222,48,8
2024-06-25,抖音,634,138,42,2
2024-06-25,微信小程序,802,139,46,3
2024-06-26,天猫,697,108,23,4
2024-06-26,京东,52,10,2,0
2024-06-26,拼多多,252,53,12,1
2024-06-26,抖音,747,141,36,2
2024-06-26,微信小程序,175,41,14,0
2024-06-27,天猫,727,112,28,3
2024-06-27,京东,345,64,15,1
2024-06-27,拼多多,411,78,21,2
2024-06-27,抖音,715,130,38,2
2024-06-27,微信小程序,271,53,12,1
2024-06-28,天猫,1382,296,73,13
2024-06-28,京东,642,103,21,3
2024-06-28,拼多多,646,145,31,5
2024-06-28,抖音,384,91,24,1
2024-06-28,微信小程序,119,29,10,0
2024-06-29,天猫,255,54,19,2
2024-06-29,京东,499,107,31,4
2024-06-29,拼多多,375,84,19,2
2024-06-29,抖音,1298,186,64,3
2024-06-29,微信小程序,95,19,6,0
2024-06-30,天猫,501,100,27,4
2024-06-30,京东,213,51,15,2
2024-06-30,拼多多,557,127,37,4
2024-06-30,抖音,657,136,28,2
2024-06-30,微信小程序,509,74,22,2
2024-07-01,天猫,231,39,10,1
2024-07-01,京东,502,115,25,5
2024-07-01,拼多多,441,106,28,3
2024-07-01,抖音,600,92,20,1
2024-07-01,微信小程序,286,46,14,0
2024-07-02,天猫,708,111,32,4
2024-07-02,京东,347,52,18,2
2024-07-02,拼多多,149,37,11,0
2024-07-02,抖音,884,143,45,2
2024-07-02,微信小程序,79,15,4,0
2024-07-03,天猫,511,126,30,4
2024-07-03,京东,484,79,18,2
2024-07-03,拼多多,326,63,18,1
2024-07-03,抖音,437,76,23,1
2024-07-03,微信小程序,408,78,19,1
2024-07-04,天猫,528,104,29,4
2024-07-04,京东,397,65,20,1
2024-07-04,拼多多,654,105,28,3
2024-07-04,抖音,595,93,32,1
2024-07-04,微信小程序,569,91,18,2
2024-07-05,天猫,666,143,37,5
2024-07-05,京东,340,62,16,1
2024-07-05,拼多多,952,176,43,6
2024-07-05,抖音,835,185,46,3
2024-07-05,微信小程序,444,75,23,1
2024-07-06,天猫,799,172,54,6
2024-07-06,京东,557,88,18,2
2024-07-06,拼多多,576,101,33,2
2024-07-06,抖音,956,184,37,3
2024-07-06,微信小程序,221,34,8,0
2024-07-07,天猫,1001,187,50,8
2024-07-07,京东,354,52,16,1
2024-07-07,拼多多,647,108,37,3
2024-07-07,抖音,322,47,14,0
2024-07-07,微信小程序,281,44,11,0
2024-07-08,天猫,926,200,57,8
2024-07-08,京东,497,72,17,2
2024-07-08,拼多多,1065,160,56,5
2024-07-08,抖音,63,14,3,0
2024-07-08,微信小程序,101,20,6,0
2024-07-09,天猫,1308,231,56,10
2024-07-09,京东,528,93,31,4
2024-07-09,拼多多,278,58,18,1
2024-07-09,抖音,790,194,39,3
2024-07-09,微信小程序,551,103,32,3
2024-07-10,天猫,654,113,24,4
2024-07-10,京东,766,124,28,5
2024-07-10,拼多多,336,59,20,1
2024-07-10,抖音,900,194,66,3
2024-07-10,微信小程序,548,112,26,3
2024-07-11,天猫,183,43,10,0
2024-07-11,京东,57,14,3,0
2024-07-11,拼多多,287,47,13,0
2024-07-11,抖音,89,20,7,0
2024-07-11,微信小程序,93,18,6,0
2024-07-12,天猫,329,48,10,1
2024-07-12,京东,587,88,28,3
2024-07-12,拼多多,665,96,24,2
2024-07-12,抖音,1222,198,61,3
2024-07-12,微信小程序,233,44,13,0
2024-07-13,天猫,730,106,25,3
2024-07-13,京东,887,138,32,6
2024-07-13,拼多多,913,147,48,4
2024-07-13,抖音,588,102,31,1
2024-07-13,微信小程序,318,63,14,1
2024-07-14,天猫,656,94,33,3
2024-07-14,京东,794,127,29,4
2024-07-14,拼多多,406,72,16,2
2024-07-14,抖音,1978,309,79,5
2024-07-14,微信小程序,250,47,10,1
2024-07-15,天猫,761,123,43,4
2024-07-15,京东,298,47,16,1
2024-07-15,拼多多,369,58,18,1
2024-07-15,抖音,389,74,25,1
2024-07-15,微信小程序,275,54,15,1
2024-07-16,天猫,371,92,20,3
2024-07-16,京东,435,76,22,3
2024-07-16,拼多多,645,110,30,3
2024-07-16,抖音,602,96,26,1
2024-07-16,微信小程序,356,66,21,1
2024-07-17,天猫,846,193,39,7
2024-07-17,京东,42,10,2,0
2024-07-17,拼多多,446,89,27,3
2024-07-17,抖音,107,20,6,0
2024-07-17,微信小程序,420,78,19,1
2024-07-18,天猫,515,74,19,2
2024-07-18,京东,600,146,38,5
2024-07-18,拼多多,455,94,33,3
2024-07-18,抖音,922,159,56,2
2024-07-18,微信小程序,155,32,8,0
2024-07-19,天猫,895,150,35,5
2024-07-19,京东,539,103,23,3
2024-07-19,拼多多,686,111,30,3
2024-07-19,抖音,1673,377,78,6
2024-07-19,微信小程序,578,88,18,2
2024-07-20,天猫,800,134,45,5
2024-07-20,京东,789,133,42,5
2024-07-20,拼多多,514,118,34,3
2024-07-20,抖音,262,48,12,0
2024-07-20,微信小程序,337,70,16,2
2024-07-21,天猫,54,11,3,0
2024-07-21,京东,147,23,7,0
2024-07-21,拼多多,134,33,9,0
2024-07-21,抖音,105,23,6,0
2024-07-21,微信小程序,75,12,3,0
2024-07-22,天猫,1088,174,37,6
2024-07-22,京东,382,89,20,3
2024-07-22,拼多多,439,68,18,2
2024-07-22,抖音,245,40,11,0
2024-07-22,微信小程序,267,47,12,0
2024-07-23,天猫,529,108,23,3
2024-07-23,京东,284,64,19,2
2024-07-23,拼多多,850,145,39,5
2024-07-23,抖音,146,35,7,0
2024-07-23,微信小程序,326,54,12,1
2024-07-24,天猫,941,151,37,5
2024-07-24,京东,521,80,23,3
2024-07-24,拼多多,1392,235,52,8
2024-07-24,抖音,603,122,27,2
2024-07-24,微信小程序,1043,163,56,4
2024-07-25,天猫,638,147,48,6
2024-07-25,京东,645,137,34,5
2024-07-25,拼多多,436,83,21,2
2024-07-25,抖音,371,73,20,1
2024-07-25,微信小程序,81,15,4,0
2024-07-26,天猫,1181,218,72,8
2024-07-26,京东,733,108,27,4
2024-07-26,拼多多,610,88,22,3
2024-07-26,抖音,349,87,19,1
2024-07-26,微信小程序,360,83,19,2
2024-07-27,天猫,763,112,32,3
2024-07-27,京东,477,91,20,3
2024-07-27,拼多多,745,114,28,4
2024-07-27,抖音,807,146,30,2
2024-07-27,微信小程序,250,57,17,1
2024-07-28,天猫,599,129,33,4
2024-07-28,京东,341,72,24,2
2024-07-28,拼多多,547,80,24,2
2024-07-28,抖音,644,134,28,2
2024-07-28,微信小程序,467,84,20,2
2024-07-29,天猫,519,78,16,3
2024-07-29,京东,387,92,28,4
2024-07-29,拼多多,399,64,13,1
2024-07-29,抖音,543,93,32,1
2024-07-29,微信小程序,257,41,12,0
2024-07-30,天猫,694,114,23,3
2024-07-30,京东,418,65,18,2
2024-07-30,拼多多,482,95,19,3
2024-07-30,抖音,864,200,69,3
2024-07-30,微信小程序,728,108,36,2
2024-07-31,天猫,133,22,6,0
2024-07-31,京东,194,35,11,0
2024-07-31,拼多多,230,43,11,0
2024-07-31,抖音,51,10,2,0
2024-07-31,微信小程序,188,40,14,0
2024-08-01,天猫,1310,190,62,8
2024-08-01,京东,405,95,23,4
2024-08-01,拼多多,514,104,32,3
2024-08-01,抖音,791,122,32,2
2024-08-01,微信小程序,244,61,20,1
2024-08-02,天猫,536,131,45,4
2024-08-02,京东,508,121,36,4
2024-08-02,拼多多,815,122,38,3
2024-08-02,抖音,581,131,42,2
2024-08-02,微信小程序,318,78,27,1
2024-08-03,天猫,818,164,44,6
2024-08-03,京东,534,124,41,4
2024-08-03,拼多多,910,148,48,5
2024-08-03,抖音,415,76,25,1
2024-08-03,微信小程序,243,55,17,1
2024-08-04,天猫,741,176,45,6
2024-08-04,京东,244,36,8,1
2024-08-04,拼多多,296,72,21,1
2024-08-04,抖音,734,133,28,2
2024-08-04,微信小程序,109,24,7,0
2024-08-05,天猫,384,88,26,2
2024-08-05,京东,298,72,24,2
2024-08-05,拼多多,598,121,25,3
2024-08-05,抖音,724,126,27,2
2024-08-05,微信小程序,184,37,10,0
2024-08-06,天猫,59,13,4,0
2024-08-06,京东,198,33,9,0
2024-08-06,拼多多,108,24,6,0
2024-08-06,抖音,171,40,11,0
2024-08-06,微信小程序,98,16,4,0
2024-08-07,天猫,370,76,25,2
2024-08-07,京东,948,144,31,6
2024-08-07,拼多多,1056,190,60,6
2024-08-07,抖音,169,30,8,0
2024-08-07,微信小程序,334,72,17,1
2024-08-08,天猫,936,152,40,5
2024-08-08,京东,587,99,26,3
2024-08-08,拼多多,834,127,32,4
2024-08-08,抖音,511,91,26,1
2024-08-08,微信小程序,1029,193,53,5
2024-08-09,天猫,342,63,19,2
2024-08-09,京东,361,72,18,3
2024-08-09,拼多多,273,63,17,2
2024-08-09,抖音,89,18,6,0
2024-08-09,微信小程序,202,50,15,1
2024-08-10,天猫,1029,206,52,8
2024-08-10,京东,637,98,23,4
2024-08-10,拼多多,323,63,14,1
2024-08-10,抖音,375,91,20,1
2024-08-10,微信小程序,822,120,38,3
2024-08-11,天猫,159,38,11,0
2024-08-11,京东,233,40,9,0
2024-08-11,拼多多,93,20,6,0
2024-08-11,抖音,61,11,2,0
2024-08-11,微信小程序,185,27,6,0
2024-08-12,天猫,940,164,34,7
2024-08-12,京东,781,149,49,5
2024-08-12,拼多多,724,127,35,3
2024-08-12,抖音,273,43,14,0
2024-08-12,微信小程序,360,57,15,1
2024-08-13,天猫,504,108,26,4
2024-08-13,京东,402,100,28,3
2024-08-13,拼多多,797,170,59,5
2024-08-13,抖音,1198,178,60,3
2024-08-13,微信小程序,321,62,14,1
2024-08-14,天猫,161,37,9,1
2024-08-14,京东,204,43,13,1
2024-08-14,拼多多,425,68,20,1
2024-08-14,抖音,790,147,48,2
2024-08-14,微信小程序,555,82,27,2
2024-08-15,天猫,948,196,50,8
2024-08-15,京东,545,80,21,2
2024-08-15,拼多多,802,121,26,3
2024-08-15,抖音,1240,267,67,4
2024-08-15,微信小程序,315,63,15,1
2024-08-16,天猫,228,45,11,0
2024-08-16,京东,110,17,4,0
2024-08-16,拼多多,82,12,3,0
2024-08-16,抖音,207,48,12,0
2024-08-16,微信小程序,128,30,8,0
2024-08-17,天猫,829,136,46,5
2024-08-17,京东,312,54,17,2
2024-08-17,拼多多,411,93,29,2
2024-08-17,抖音,643,137,41,2
2024-08-17,微信小程序,159,23,5,0
2024-08-18,天猫,641,135,45,5
2024-08-18,京东,629,119,32,4
2024-08-18,拼多多,116,20,7,0
2024-08-18,抖音,844,177,60,3
2024-08-18,微信小程序,490,78,19,2
2024-08-19,天猫,1303,217,45,8
2024-08-19,京东,300,68,17,1
2024-08-19,拼多多,241,54,11,1
2024-08-19,抖音,134,28,8,0
2024-08-19,微信小程序,85,19,4,0
2024-08-20,天猫,658,146,30,5
2024-08-20,京东,505,84,24,3
2024-08-20,拼多多,897,137,33,4
2024-08-20,抖音,570,103,35,1
2024-08-20,微信小程序,196,45,12,0
2024-08-21,天猫,157,25,5,0
2024-08-21,京东,107,16,4,0
2024-08-21,拼多多,126,30,9,0
2024-08-21,抖音,115,17,5,0
2024-08-21,微信小程序,172,29,7,0
2024-08-22,天猫,720,165,38,6
2024-08-22,京东,568,109,33,4
2024-08-22,拼多多,656,143,48,4
2024-08-22,抖音,892,207,71,3
2024-08-22,微信小程序,257,55,12,1
2024-08-23,天猫,549,108,31,4
2024-08-23,京东,263,54,15,2
2024-08-23,拼多多,438,105,29,3
2024-08-23,抖音,377,76,16,1
2024-08-23,微信小程序,784,131,30,3
2024-08-24,天猫,671,98,22,4
2024-08-24,京东,273,48,14,1
2024-08-24,拼多多,395,94,22,2
2024-08-24,抖音,401,68,16,1
2024-08-24,微信小程序,703,103,33,2
2024-08-25,天猫,522,119,42,4
2024-08-25,京东,207,31,7,1
2024-08-25,拼多多,886,219,49,7
2024-08-25,抖音,774,123,29,2
2024-08-25,微信小程序,395,96,20,2
2024-08-26,天猫,103,25,5,0
2024-08-26,京东,111,21,6,0
2024-08-26,拼多多,175,31,8,0
2024-08-26,抖音,125,18,4,0
2024-08-26,微信小程序,210,41,10,0
2024-08-27,天猫,512,90,25,3
2024-08-27,京东,593,136,45,6
2024-08-27,拼多多,1315,201,59,6
2024-08-27,抖音,307,66,17,1
2024-08-27,微信小程序,431,76,18,1
2024-08-28,天猫,844,122,25,4
2024-08-28,京东,689,153,40,7
2024-08-28,拼多多,1024,160,40,5
2024-08-28,抖音,368,76,23,1
2024-08-28,微信小程序,546,108,36,2
2024-08-29,天猫,1221,203,64,7
2024-08-29,京东,620,101,31,3
2024-08-29,拼多多,287,67,20,1
2024-08-29,抖音,88,13,4,0
2024-08-29,微信小程序,109,23,7,0
2024-08-30,天猫,430,104,31,3
2024-08-30,京东,694,124,36,4
2024-08-30,拼多多,563,127,44,3
2024-08-30,抖音,1640,310,104,5
2024-08-30,微信小程序,447,65,14,1
2024-08-31,天猫,166,28,7,0
2024-08-31,京东,136,32,9,0
2024-08-31,拼多多,139,28,9,0
2024-08-31,抖音,112,17,6,0
2024-08-31,微信小程序,52,13,4,0
2024-09-01,天猫,1060,156,38,6
2024-09-01,京东,634,107,36,3
2024-09-01,拼多多,308,75,20,2
2024-09-01,抖音,1556,256,79,4
2024-09-01,微信小程序,274,68,18,1
2024-09-02,天猫,1258,204,45,8
2024-09-02,京东,395,87,20,2
2024-09-02,拼多多,154,38,11,1
2024-09-02,抖音,522,129,29,2
2024-09-02,微信小程序,624,93,20,2
2024-09-03,天猫,41,10,2,0
2024-09-03,京东,95,22,6,0
2024-09-03,拼多多,172,40,13,0
2024-09-03,抖音,102,18,5,0
2024-09-03,微信小程序,250,48,16,0
2024-09-04,天猫,274,60,18,2
2024-09-04,京东,341,80,19,3
2024-09-04,拼多多,552,130,34,4
2024-09-04,抖音,758,144,49,2
2024-09-04,微信小程序,653,94,32,2
2024-09-05,天猫,54,10,2,0
2024-09-05,京东,268,45,16,0
2024-09-05,拼多多,265,38,10,0
2024-09-05,抖音,317,46,12,0
2024-09-05,微信小程序,117,19,6,0
2024-09-06,天猫,560,83,24,2
2024-09-06,京东,339,75,20,2
2024-09-06,拼多多,285,45,11,0
2024-09-06,抖音,749,186,49,3
2024-09-06,微信小程序,201,34,9,0
2024-09-07,天猫,1087,167,42,6
2024-09-07,京东,442,87,24,3
2024-09-07,拼多多,341,69,19,2
2024-09-07,抖音,119,22,5,0
2024-09-07,微信小程序,138,28,7,0
2024-09-08,天猫,296,48,16,0
2024-09-08,京东,140,34,8,0
2024-09-08,拼多多,260,42,12,0
2024-09-08,抖音,134,30,8,0
2024-09-08,微信小程序,182,44,13,0
2024-09-09,天猫,162,32,11,1
2024-09-09,京东,746,133,45,5
2024-09-09,拼多多,772,173,43,5
2024-09-09,抖音,573,139,29,2
2024-09-09,微信小程序,669,102,22,3
2024-09-10,天猫,270,42,11,0
2024-09-10,京东,181,30,6,0
2024-09-10,拼多多,260,47,16,0
2024-09-10,抖音,243,49,17,0
2024-09-10,微信小程序,271,40,9,0
2024-09-11,天猫,924,159,51,5
2024-09-11,京东,665,131,35,5
2024-09-11,拼多多,284,67,20,2
2024-09-11,抖音,109,17,4,0
2024-09-11,微信小程序,312,53,12,1
2024-09-12,天猫,435,70,18,1
2024-09-12,京东,312,65,13,2
2024-09-12,拼多多,143,26,6,0
2024-09-12,抖音,921,177,50,3
2024-09-12,微信小程序,1416,209,61,6
2024-09-13,天猫,236,35,12,0
2024-09-13,京东,206,39,13,0
2024-09-13,拼多多,219,39,9,0
2024-09-13,抖音,83,12,2,0
2024-09-13,微信小程序,153,25,6,0
2024-09-14,天猫,558,81,25,3
2024-09-14,京东,430,63,15,2
2024-09-14,拼多多,273,42,10,1
2024-09-14,抖音,712,151,53,2
2024-09-14,微信小程序,221,46,9,1
2024-09-15,天猫,126,25,5,0
2024-09-15,京东,173,28,6,0
2024-09-15,拼多多,79,13,3,0
2024-09-15,抖音,234,35,12,0
2024-09-15,微信小程序,230,41,10,0
2024-09-16,天猫,486,86,26,3
2024-09-16,京东,755,165,42,7
2024-09-16,拼多多,482,89,20,2
2024-09-16,抖音,587,93,25,1
2024-09-16,微信小程序,507,105,34,2
2024-09-17,天猫,269,50,12,1
2024-09-17,京东,139,24,6,0
2024-09-17,拼多多,733,107,32,3
2024-09-17,抖音,1313,261,55,4
2024-09-17,微信小程序,260,51,16,1
2024-09-18,天猫,273,44,13,0
2024-09-18,京东,86,14,4,0
2024-09-18,拼多多,143,32,11,0
2024-09-18,抖音,241,44,9,0
2024-09-18,微信小程序,108,20,5,0
2024-09-19,天猫,922,137,36,4
2024-09-19,京东,412,59,16,2
2024-09-19,拼多多,386,91,28,2
2024-09-19,抖音,197,29,7,0
2024-09-19,微信小程序,105,22,5,0
2024-09-20,天猫,189,41,10,0
2024-09-20,京东,156,29,6,0
2024-09-20,拼多多,144,28,6,0
2024-09-20,抖音,157,32,10,0
2024-09-20,微信小程序,278,41,14,0
2024-09-21,天猫,414,61,20,2
2024-09-21,京东,600,90,28,4
2024-09-21,拼多多,532,106,35,3
2024-09-21,抖音,94,17,4,0
2024-09-21,微信小程序,512,104,30,2
2024-09-22,天猫,1034,158,49,5
2024-09-22,京东,441,89,18,3
2024-09-22,拼多多,796,135,30,4
2024-09-22,抖音,609,140,32,2
2024-09-22,微信小程序,117,25,8,0
2024-09-23,天猫,78,13,3,0
2024-09-23,京东,273,42,9,0
2024-09-23,拼多多,102,17,6,0
2024-09-23,抖音,172,27,7,0
2024-09-23,微信小程序,158,23,7,0
2024-09-24,天猫,686,124,30,4
2024-09-24,京东,487,94,32,3
2024-09-24,拼多多,272,48,15,1
2024-09-24,抖音,1026,159,43,2
2024-09-24,微信小程序,343,71,25,1
2024-09-25,天猫,222,37,9,0
2024-09-25,京东,248,40,12,0
2024-09-25,拼多多,61,13,4,0
2024-09-25,抖音,295,45,12,0
2024-09-25,微信小程序,143,34,11,0
2024-09-26,天猫,799,123,43,4
2024-09-26,京东,782,115,36,5
2024-09-26,拼多多,796,146,44,4
2024-09-26,抖音,1061,254,84,4
2024-09-26,微信小程序,91,17,4,0
2024-09-27,天猫,825,123,42,4
2024-09-27,京东,304,67,16,2
2024-09-27,拼多多,177,42,10,0
2024-09-27,抖音,68,11,3,0
2024-09-27,微信小程序,100,15,5,0
2024-09-28,天猫,162,29,10,0
2024-09-28,京东,226,34,7,0
2024-09-28,拼多多,259,45,13,0
2024-09-28,抖音,242,41,14,0
2024-09-28,微信小程序,88,14,3,0
2024-09-29,天猫,676,113,29,3
2024-09-29,京东,912,132,41,5
2024-09-29,拼多多,1202,174,56,5
2024-09-29,抖音,554,93,28,1
2024-09-29,微信小程序,420,65,16,1
2024-09-30,天猫,89,20,5,0
2024-09-30,京东,196,31,9,0
2024-09-30,拼多多,147,26,7,0
2024-09-30,抖音,67,15,5,0
2024-09-30,微信小程序,91,21,7,0
2024-10-01,天猫,1199,188,55,7
2024-10-01,京东,832,119,24,4
2024-10-01,拼多多,581,94,25,2
2024-10-01,抖音,177,41,13,0
2024-10-01,微信小程序,272,41,12,0
2024-10-02,天猫,592,91,26,3
2024-10-02,京东,319,57,16,1
2024-10-02,拼多多,382,67,17,2
2024-10-02,抖音,315,67,23,1
2024-10-02,微信小程序,76,12,3,0
2024-10-03,天猫,1143,194,60,8
2024-10-03,京东,302,67,14,2
2024-10-03,拼多多,343,62,14,2
2024-10-03,抖音,294,66,21,1
2024-10-03,微信小程序,289,72,16,1
2024-10-04,天猫,775,115,28,3
2024-10-04,京东,520,92,29,4
2024-10-04,拼多多,292,63,20,2
2024-10-04,抖音,443,79,20,1
2024-10-04,微信小程序,274,44,12,0
2024-10-05,天猫,632,140,40,5
2024-10-05,京东,260,39,9,0
2024-10-05,拼多多,264,44,13,1
2024-10-05,抖音,1132,177,53,3
2024-10-05,微信小程序,58,13,4,0
2024-10-06,天猫,573,140,44,5
2024-10-06,京东,745,111,32,5
2024-10-06,拼多多,390,86,21,2
2024-10-06,抖音,510,74,19,1
2024-10-06,微信小程序,312,49,14,0
2024-10-07,天猫,116,18,5,0
2024-10-07,京东,245,37,8,0
2024-10-07,拼多多,153,32,10,0
2024-10-07,抖音,89,20,6,0
2024-10-07,微信小程序,69,17,6,0
2024-10-08,天猫,590,115,32,4
2024-10-08,京东,372,60,19,2
2024-10-08,拼多多,268,47,16,1
2024-10-08,抖音,485,81,25,1
2024-10-08,微信小程序,224,37,8,0
2024-10-09,天猫,559,115,34,4
2024-10-09,京东,323,73,25,3
2024-10-09,拼多多,204,37,12,1
2024-10-09,抖音,901,157,46,2
2024-10-09,微信小程序,184,45,10,0
2024-10-10,天猫,463,83,23,3
2024-10-10,京东,330,68,19,1
2024-10-10,拼多多,458,72,18,2
2024-10-10,抖音,948,192,47,3
2024-10-10,微信小程序,365,69,19,1
2024-10-11,天猫,247,52,14,1
2024-10-11,京东,510,98,29,4
2024-10-11,拼多多,461,81,24,2
2024-10-11,抖音,414,67,16,1
2024-10-11,微信小程序,51,10,3,0
2024-10-12,天猫,617,126,39,4
2024-10-12,京东,1057,173,53,7
2024-10-12,拼多多,880,152,34,4
2024-10-12,抖音,572,95,26,1
2024-10-12,微信小程序,611,127,35,3
2024-10-13,天猫,207,40,12,0
2024-10-13,京东,159,35,10,0
2024-10-13,拼多多,267,43,11,0
